id_venda;operador;valor_total;forma_pagamento;data_venda
1816;Usuario Teste;14,00;Cartão de Crédito;13/04/2026 16:55
4360;Usuario Teste;18,50;PIX;13/04/2026 16:49
9375;Usuario Teste;9,50;PIX;13/04/2026 16:43
2211;Usuario Teste;9,00;Cartão de Crédito;13/04/2026 16:13
1995;Usuario Teste;7,00;Cartão de Crédito;13/04/2026 16:09
1296;Usuario Teste;9,50;PIX;13/04/2026 16:00
2350;Usuario Teste;9,00;PIX;13/04/2026 15:57
8101;Usuario Teste;10,00;Dinheiro;13/04/2026 15:42
7742;Usuario Teste;14,50;Cartão de Crédito;13/04/2026 15:20
145;Usuario Teste;9,00;Cartão de Crédito;13/04/2026 15:11
3564;Usuario Teste;12,50;Dinheiro;13/04/2026 14:32
4812;Usuario Teste;6,00;PIX;13/04/2026 14:22
1432;Usuario Teste;22,00;Dinheiro;13/04/2026 13:43
9825;Usuario Teste;4,50;Cartão de Débito;13/04/2026 11:50
6846;Usuario Teste;19,50;Dinheiro;13/04/2026 11:02
2919;Usuario Teste;18,00;PIX;13/04/2026 11:00
958;Usuario Teste;9,00;Dinheiro;13/04/2026 10:40
9306;Usuario Teste;11,00;Cartão de Crédito;13/04/2026 10:40
6945;Usuario Teste;24,00;Cartão de Débito;13/04/2026 10:40
6148;Usuario Teste;8,50;Cartão de Crédito;13/04/2026 10:15
9672;Usuario Teste;19,50;PIX;13/04/2026 09:51
3892;Usuario Teste;5,50;PIX;13/04/2026 09:44
9106;Usuario Teste;30,00;PIX;13/04/2026 09:33
2254;Usuario Teste;9,00;Cartão de Débito;13/04/2026 09:28
4926;Usuario Teste;20,00;PIX;13/04/2026 09:16
3040;Usuario Teste;6,00;PIX;13/04/2026 09:15
3034;Usuario Teste;8,50;PIX;13/04/2026 09:10
9734;Usuario Teste;3,00;PIX;13/04/2026 08:57
7612;Usuario Teste;18,50;Dinheiro;13/04/2026 08:50
3372;Usuario Teste;10,50;Cartão de Crédito;13/04/2026 08:43
5605;Usuario Teste;6,00;Cartão de Débito;13/04/2026 08:37
6470;Usuario Teste;7,50;PIX;13/04/2026 08:35
5751;Usuario Teste;18,50;Cartão de Débito;13/04/2026 08:25
9450;Usuario Teste;10,50;PIX;13/04/2026 08:12
292;Usuario Teste;13,50;Cartão de Crédito;13/04/2026 08:09
9399;Usuario Teste;26,00;PIX;13/04/2026 08:07
5399;Usuario Teste;13,00;Cartão de Débito;13/04/2026 07:58
2035;Usuario Teste;10,50;PIX;13/04/2026 07:49
7266;Usuario Teste;5,50;PIX;13/04/2026 07:49
2358;Usuario Teste;11,00;PIX;13/04/2026 07:44
2232;Usuario Teste;6,00;Cartão de Crédito;13/04/2026 07:39
3760;Usuario Teste;3,00;Cartão de Crédito;13/04/2026 07:29
7988;Usuario Teste;8,50;PIX;13/04/2026 07:16
9243;Usuario Teste;18,00;PIX;13/04/2026 07:14
7067;Usuario Teste;14,50;Cartão de Crédito;13/04/2026 07:01
9596;Usuario Teste;5,00;Cartão de Débito;13/04/2026 06:01
5598;Usuario Teste;5,00;PIX;12/04/2026 19:50
3500;Usuario Teste;5,00;Cartão de Crédito;12/04/2026 19:06
570;Usuario Teste;2,00;Cartão de Crédito;12/04/2026 18:59
4834;Usuario Teste;4,50;PIX;12/04/2026 17:50
3420;Usuario Teste;8,50;Cartão de Crédito;12/04/2026 17:11
7015;Usuario Teste;11,00;PIX;12/04/2026 15:59
28;Usuario Teste;3,00;PIX;12/04/2026 15:59
716;Usuario Teste;6,00;Cartão de Débito;12/04/2026 15:49
288;Usuario Teste;18,50;Cartão de Crédito;12/04/2026 13:25
8545;Usuario Teste;14,00;Dinheiro;12/04/2026 11:55
3845;Usuario Teste;8,50;PIX;12/04/2026 11:44
8636;Usuario Teste;12,00;PIX;12/04/2026 11:42
9943;Usuario Teste;12,50;PIX;12/04/2026 11:17
1115;Usuario Teste;5,50;PIX;12/04/2026 10:04
8956;Usuario Teste;13,50;PIX;12/04/2026 09:07
5121;Usuario Teste;12,50;Cartão de Débito;12/04/2026 08:27
6977;Usuario Teste;6,50;Cartão de Débito;12/04/2026 08:13
2265;Usuario Teste;47,50;Cartão de Crédito;12/04/2026 07:39
2296;Usuario Teste;6,50;Cartão de Débito;12/04/2026 07:31
9086;Usuario Teste;3,00;PIX;12/04/2026 07:28
4577;Usuario Teste;3,00;PIX;12/04/2026 07:06
1809;Usuario Teste;18,50;Cartão de Débito;12/04/2026 06:13
2486;Usuario Teste;3,00;Cartão de Crédito;11/04/2026 19:38
9153;Usuario Teste;2,00;Cartão de Crédito;11/04/2026 18:51
4668;Usuario Teste;11,00;PIX;11/04/2026 17:49
4176;Usuario Teste;2,50;Dinheiro;11/04/2026 17:48
200;Usuario Teste;2,00;Cartão de Crédito;11/04/2026 17:18
8883;Usuario Teste;10,50;Cartão de Crédito;11/04/2026 17:14
6997;Usuario Teste;17,00;Cartão de Crédito;11/04/2026 17:14
7047;Usuario Teste;6,00;Cartão de Crédito;11/04/2026 15:43
8925;Usuario Teste;6,00;Cartão de Débito;11/04/2026 15:04
4276;Usuario Teste;27,50;Cartão de Crédito;11/04/2026 14:43
5896;Usuario Teste;12,00;Cartão de Débito;11/04/2026 14:41
4144;Usuario Teste;30,00;Cartão de Débito;11/04/2026 14:10
6076;Usuario Teste;4,50;PIX;11/04/2026 14:07
1239;Usuario Teste;9,50;PIX;11/04/2026 13:23
3788;Usuario Teste;28,50;Cartão de Débito;11/04/2026 12:44
842;Usuario Teste;7,00;Cartão de Crédito;11/04/2026 12:42
4990;Usuario Teste;13,00;Cartão de Crédito;11/04/2026 12:34
6580;Usuario Teste;6,50;Cartão de Débito;11/04/2026 12:29
6216;Usuario Teste;9,50;PIX;11/04/2026 12:24
2458;Usuario Teste;6,50;Cartão de Crédito;11/04/2026 12:09
8409;Usuario Teste;3,00;Cartão de Crédito;11/04/2026 12:04
8027;Usuario Teste;7,50;PIX;11/04/2026 12:01
8132;Usuario Teste;9,00;Dinheiro;11/04/2026 11:56
5356;Usuario Teste;6,50;Cartão de Crédito;11/04/2026 11:43
2043;Usuario Teste;13,00;Cartão de Crédito;11/04/2026 11:41
504;Usuario Teste;7,50;Cartão de Débito;11/04/2026 11:32
2860;Usuario Teste;13,00;Cartão de Crédito;11/04/2026 11:21
212;Usuario Teste;18,00;Cartão de Crédito;11/04/2026 11:14
1197;Usuario Teste;11,50;Cartão de Crédito;11/04/2026 10:44
7450;Usuario Teste;3,00;PIX;11/04/2026 10:43
3635;Usuario Teste;7,50;PIX;11/04/2026 10:41
2814;Usuario Teste;3,00;PIX;11/04/2026 10:21
2927;Usuario Teste;9,00;PIX;11/04/2026 10:03
6136;Usuario Teste;5,50;PIX;11/04/2026 10:03
3814;Usuario Teste;2,00;Cartão de Débito;11/04/2026 10:02
2063;Usuario Teste;7,50;Cartão de Crédito;11/04/2026 09:33
4411;Usuario Teste;6,00;PIX;11/04/2026 09:18
897;Usuario Teste;18,00;PIX;11/04/2026 09:16
1941;Usuario Teste;9,00;Cartão de Débito;11/04/2026 09:15
7773;Usuario Teste;15,00;PIX;11/04/2026 09:10
6989;Usuario Teste;15,50;Cartão de Crédito;11/04/2026 08:54
4811;Usuario Teste;3,00;Cartão de Débito;11/04/2026 08:46
3175;Usuario Teste;4,50;Cartão de Débito;11/04/2026 08:42
5968;Usuario Teste;4,50;PIX;11/04/2026 08:39
6023;Usuario Teste;25,50;Cartão de Crédito;11/04/2026 08:28
5321;Usuario Teste;9,50;PIX;11/04/2026 08:27
4697;Usuario Teste;6,50;PIX;11/04/2026 08:18
7031;Usuario Teste;5,50;PIX;11/04/2026 08:15
1123;Usuario Teste;4,50;Cartão de Crédito;11/04/2026 08:11
3212;Usuario Teste;18,00;PIX;11/04/2026 08:02
1876;Usuario Teste;15,00;Cartão de Débito;11/04/2026 07:59
633;Usuario Teste;5,50;Cartão de Débito;11/04/2026 07:47
943;Usuario Teste;8,00;PIX;11/04/2026 07:35
171;Usuario Teste;2,00;Cartão de Crédito;11/04/2026 07:33
8119;Usuario Teste;20,00;PIX;11/04/2026 07:30
4015;Usuario Teste;8,00;Cartão de Débito;11/04/2026 07:28
8403;Usuario Teste;16,50;Cartão de Débito;11/04/2026 07:28
9792;Usuario Teste;10,50;Cartão de Crédito;11/04/2026 07:00
5370;Usuario Teste;7,50;PIX;11/04/2026 06:58
1294;Usuario Teste;15,00;PIX;10/04/2026 19:29
8760;Usuario Teste;3,00;Cartão de Crédito;10/04/2026 19:11
9775;Usuario Teste;9,50;Cartão de Débito;10/04/2026 17:55
2657;Usuario Teste;23,50;Cartão de Crédito;10/04/2026 17:49
9872;Usuario Teste;9,00;PIX;10/04/2026 17:46
4860;Usuario Teste;4,50;Cartão de Crédito;10/04/2026 17:40
678;Usuario Teste;16,50;Cartão de Crédito;10/04/2026 17:10
4153;Usuario Teste;6,00;PIX;10/04/2026 17:09
5330;Usuario Teste;4,50;Cartão de Crédito;10/04/2026 15:44
4779;Usuario Teste;22,00;Cartão de Débito;10/04/2026 15:43
3887;Usuario Teste;28,00;Dinheiro;10/04/2026 15:24
9897;Usuario Teste;11,50;PIX;10/04/2026 15:09
4289;Usuario Teste;14,00;PIX;10/04/2026 14:45
8609;Usuario Teste;14,00;PIX;10/04/2026 14:22
6745;Usuario Teste;12,00;Cartão de Crédito;10/04/2026 14:20
5611;Usuario Teste;11,00;PIX;10/04/2026 13:58
4594;Usuario Teste;5,00;PIX;10/04/2026 13:50
338;Usuario Teste;15,50;Dinheiro;10/04/2026 13:36
7373;Usuario Teste;4,50;Cartão de Crédito;10/04/2026 12:49
3951;Usuario Teste;21,00;PIX;10/04/2026 12:33
6214;Usuario Teste;7,50;PIX;10/04/2026 12:31
4854;Usuario Teste;2,00;Cartão de Crédito;10/04/2026 12:27
1309;Usuario Teste;3,00;PIX;10/04/2026 12:22
6287;Usuario Teste;6,00;Dinheiro;10/04/2026 12:16
7300;Usuario Teste;3,00;Cartão de Crédito;10/04/2026 11:09
1260;Usuario Teste;13,50;PIX;10/04/2026 11:05
954;Usuario Teste;11,00;Cartão de Crédito;10/04/2026 11:02
3059;Usuario Teste;7,50;PIX;10/04/2026 11:00
5192;Usuario Teste;9,00;Dinheiro;10/04/2026 10:57
7782;Usuario Teste;7,50;Dinheiro;10/04/2026 10:56
3391;Usuario Teste;12,00;Cartão de Crédito;10/04/2026 10:52
7066;Usuario Teste;6,50;Cartão de Débito;10/04/2026 10:51
39;Usuario Teste;5,00;Cartão de Débito;10/04/2026 10:45
8416;Usuario Teste;10,50;Cartão de Débito;10/04/2026 10:40
3066;Usuario Teste;30,00;Cartão de Débito;10/04/2026 10:19
1896;Usuario Teste;9,00;PIX;10/04/2026 10:13
7039;Usuario Teste;12,50;Cartão de Débito;10/04/2026 10:04
4445;Usuario Teste;13,50;Cartão de Débito;10/04/2026 09:37
7605;Usuario Teste;4,50;Cartão de Débito;10/04/2026 09:23
4087;Usuario Teste;2,00;PIX;10/04/2026 09:20
8993;Usuario Teste;12,50;PIX;10/04/2026 09:09
9686;Usuario Teste;5,50;Dinheiro;10/04/2026 08:51
9415;Usuario Teste;17,50;Cartão de Crédito;10/04/2026 08:48
9760;Usuario Teste;14,00;Dinheiro;10/04/2026 08:42
444;Usuario Teste;9,00;PIX;10/04/2026 08:37
3615;Usuario Teste;3,00;Dinheiro;10/04/2026 08:35
1368;Usuario Teste;8,00;Dinheiro;10/04/2026 08:30
5838;Usuario Teste;9,00;Cartão de Crédito;10/04/2026 08:26
4889;Usuario Teste;5,00;Cartão de Débito;10/04/2026 08:24
8197;Usuario Teste;12,50;Cartão de Débito;10/04/2026 08:13
2952;Usuario Teste;13,50;PIX;10/04/2026 08:11
6202;Usuario Teste;3,00;Cartão de Crédito;10/04/2026 08:10
1853;Usuario Teste;12,00;PIX;10/04/2026 08:04
6027;Usuario Teste;2,00;PIX;10/04/2026 08:01
9763;Usuario Teste;8,00;Dinheiro;10/04/2026 08:01
4847;Usuario Teste;7,00;PIX;10/04/2026 07:54
8687;Usuario Teste;3,00;Cartão de Débito;10/04/2026 07:40
6303;Usuario Teste;27,50;Cartão de Crédito;10/04/2026 07:37
8456;Usuario Teste;11,00;PIX;10/04/2026 07:33
2774;Usuario Teste;22,00;PIX;10/04/2026 07:25
2757;Usuario Teste;4,50;PIX;10/04/2026 07:21
6826;Usuario Teste;12,00;Cartão de Débito;10/04/2026 07:11
8954;Usuario Teste;6,00;PIX;10/04/2026 07:08
2846;Usuario Teste;3,00;PIX;10/04/2026 07:00
1573;Usuario Teste;19,00;Dinheiro;10/04/2026 06:01
4160;Usuario Teste;5,50;PIX;09/04/2026 19:07
5778;Usuario Teste;7,00;PIX;09/04/2026 18:34
2138;Usuario Teste;24,00;Dinheiro;09/04/2026 18:22
3397;Usuario Teste;5,50;PIX;09/04/2026 18:17
4516;Usuario Teste;20,00;PIX;09/04/2026 18:02
1872;Usuario Teste;5,50;PIX;09/04/2026 17:38
5517;Usuario Teste;9,50;Cartão de Débito;09/04/2026 17:07
9224;Usuario Teste;5,00;PIX;09/04/2026 16:58
8850;Usuario Teste;6,00;Cartão de Débito;09/04/2026 16:33
1310;Usuario Teste;4,00;Cartão de Débito;09/04/2026 16:18
3378;Usuario Teste;27,00;Dinheiro;09/04/2026 16:05
5684;Usuario Teste;3,00;PIX;09/04/2026 15:44
133;Usuario Teste;5,00;Cartão de Crédito;09/04/2026 15:23
8397;Usuario Teste;7,50;Cartão de Crédito;09/04/2026 15:02
3959;Usuario Teste;13,50;PIX;09/04/2026 14:47
7703;Usuario Teste;6,00;Cartão de Crédito;09/04/2026 13:38
6493;Usuario Teste;16,50;Cartão de Débito;09/04/2026 13:01
2141;Usuario Teste;11,00;Dinheiro;09/04/2026 12:51
3294;Usuario Teste;12,00;Cartão de Crédito;09/04/2026 12:46
5454;Usuario Teste;9,00;PIX;09/04/2026 12:00
9699;Usuario Teste;3,00;PIX;09/04/2026 11:23
9509;Usuario Teste;10,50;PIX;09/04/2026 11:20
7202;Usuario Teste;5,50;Dinheiro;09/04/2026 11:10
5899;Usuario Teste;8,50;PIX;09/04/2026 10:52
8986;Usuario Teste;18,00;PIX;09/04/2026 10:50
8075;Usuario Teste;15,50;Cartão de Débito;09/04/2026 10:33
8191;Usuario Teste;8,00;PIX;09/04/2026 10:32
737;Usuario Teste;2,00;PIX;09/04/2026 10:26
4312;Usuario Teste;6,00;PIX;09/04/2026 09:57
9436;Usuario Teste;16,00;PIX;09/04/2026 09:50
274;Usuario Teste;8,00;PIX;09/04/2026 09:50
8327;Usuario Teste;12,50;Cartão de Débito;09/04/2026 09:00
949;Usuario Teste;8,50;PIX;09/04/2026 08:47
9648;Usuario Teste;3,00;Cartão de Débito;09/04/2026 08:40
863;Usuario Teste;13,00;Dinheiro;09/04/2026 08:35
8469;Usuario Teste;5,00;Cartão de Crédito;09/04/2026 08:33
9205;Usuario Teste;3,00;Cartão de Crédito;09/04/2026 08:29
6586;Usuario Teste;7,50;PIX;09/04/2026 07:33
7052;Usuario Teste;21,50;Dinheiro;09/04/2026 07:33
1751;Usuario Teste;9,00;PIX;09/04/2026 07:30
6767;Usuario Teste;7,50;PIX;09/04/2026 07:22
6572;Usuario Teste;12,00;Cartão de Crédito;09/04/2026 07:21
8518;Usuario Teste;7,50;PIX;09/04/2026 07:02
2454;Usuario Teste;5,00;PIX;09/04/2026 06:50
774;Usuario Teste;6,00;PIX;09/04/2026 06:26
5385;Usuario Teste;2,00;Cartão de Crédito;09/04/2026 06:10
900;Usuario Teste;16,50;PIX;08/04/2026 18:53
4499;Usuario Teste;12,00;Cartão de Crédito;08/04/2026 18:48
4641;Usuario Teste;22,50;PIX;08/04/2026 18:45
2173;Usuario Teste;18,00;Cartão de Crédito;08/04/2026 17:02
4381;Usuario Teste;11,50;PIX;08/04/2026 16:58
7774;Usuario Teste;13,00;PIX;08/04/2026 16:36
9929;Usuario Teste;2,00;Cartão de Crédito;08/04/2026 16:33
8236;Usuario Teste;4,00;PIX;08/04/2026 16:31
9116;Usuario Teste;5,50;Cartão de Crédito;08/04/2026 16:15
1109;Usuario Teste;17,50;PIX;08/04/2026 16:11
5241;Usuario Teste;9,00;Cartão de Crédito;08/04/2026 16:08
9107;Usuario Teste;23,00;Cartão de Crédito;08/04/2026 16:02
8645;Usuario Teste;22,50;PIX;08/04/2026 15:41
8033;Usuario Teste;8,00;PIX;08/04/2026 15:06
263;Usuario Teste;16,50;PIX;08/04/2026 14:51
1661;Usuario Teste;7,50;Cartão de Crédito;08/04/2026 14:48
9018;Usuario Teste;28,50;Cartão de Débito;08/04/2026 14:46
9607;Usuario Teste;6,50;Cartão de Débito;08/04/2026 14:45
4581;Usuario Teste;3,00;PIX;08/04/2026 14:41
2734;Usuario Teste;6,00;Cartão de Crédito;08/04/2026 14:22
1333;Usuario Teste;3,00;PIX;08/04/2026 12:42
1083;Usuario Teste;21,50;Cartão de Crédito;08/04/2026 12:20
8734;Usuario Teste;8,50;Cartão de Crédito;08/04/2026 12:18
5226;Usuario Teste;3,00;Cartão de Débito;08/04/2026 12:10
4413;Usuario Teste;4,00;PIX;08/04/2026 12:04
1589;Usuario Teste;10,00;PIX;08/04/2026 11:51
3001;Usuario Teste;8,50;Cartão de Crédito;08/04/2026 11:50
5637;Usuario Teste;10,00;Cartão de Débito;08/04/2026 11:45
8595;Usuario Teste;9,50;Cartão de Crédito;08/04/2026 11:25
7097;Usuario Teste;13,50;PIX;08/04/2026 11:21
2679;Usuario Teste;13,50;Dinheiro;08/04/2026 11:07
691;Usuario Teste;9,00;PIX;08/04/2026 10:52
2983;Usuario Teste;19,50;PIX;08/04/2026 10:45
7477;Usuario Teste;13,00;Cartão de Crédito;08/04/2026 10:25
6053;Usuario Teste;5,00;Cartão de Crédito;08/04/2026 10:21
8250;Usuario Teste;3,00;Cartão de Crédito;08/04/2026 09:42
8525;Usuario Teste;8,50;Cartão de Débito;08/04/2026 09:06
7490;Usuario Teste;18,00;Cartão de Crédito;08/04/2026 08:59
785;Usuario Teste;19,00;Dinheiro;08/04/2026 08:41
9771;Usuario Teste;34,00;PIX;08/04/2026 08:40
1051;Usuario Teste;22,00;Cartão de Crédito;08/04/2026 08:32
6428;Usuario Teste;6,50;PIX;08/04/2026 08:04
7058;Usuario Teste;5,00;Cartão de Crédito;08/04/2026 07:59
2595;Usuario Teste;24,50;Cartão de Débito;08/04/2026 07:54
4940;Usuario Teste;19,50;PIX;08/04/2026 07:52
6423;Usuario Teste;15,50;Cartão de Débito;08/04/2026 07:43
3630;Usuario Teste;2,00;PIX;08/04/2026 07:39
2110;Usuario Teste;2,00;Cartão de Débito;08/04/2026 07:34
6461;Usuario Teste;27,00;PIX;08/04/2026 07:30
2259;Usuario Teste;9,50;Dinheiro;08/04/2026 07:30
5476;Usuario Teste;7,50;PIX;08/04/2026 07:13
3337;Usuario Teste;21,00;Cartão de Crédito;08/04/2026 07:06
7028;Usuario Teste;4,00;Cartão de Crédito;08/04/2026 07:05
6126;Usuario Teste;31,50;Dinheiro;08/04/2026 07:04
5325;Usuario Teste;4,50;Cartão de Débito;08/04/2026 06:17
4410;Usuario Teste;6,00;Cartão de Crédito;07/04/2026 18:48
1571;Usuario Teste;13,00;PIX;07/04/2026 18:22
5824;Usuario Teste;5,00;PIX;07/04/2026 17:31
9365;Usuario Teste;3,00;Dinheiro;07/04/2026 17:29
6419;Usuario Teste;2,00;Cartão de Débito;07/04/2026 17:24
8709;Usuario Teste;7,50;PIX;07/04/2026 16:48
2303;Usuario Teste;18,50;PIX;07/04/2026 16:34
996;Usuario Teste;24,00;Cartão de Crédito;07/04/2026 16:18
8488;Usuario Teste;3,00;PIX;07/04/2026 15:52
8425;Usuario Teste;13,50;Cartão de Débito;07/04/2026 15:34
6883;Usuario Teste;8,00;Cartão de Débito;07/04/2026 15:30
2535;Usuario Teste;18,00;Cartão de Crédito;07/04/2026 15:01
257;Usuario Teste;6,50;Cartão de Débito;07/04/2026 14:58
8407;Usuario Teste;14,50;Cartão de Crédito;07/04/2026 14:41
9063;Usuario Teste;10,50;Dinheiro;07/04/2026 14:03
8999;Usuario Teste;6,00;PIX;07/04/2026 12:43
3517;Usuario Teste;5,50;Cartão de Crédito;07/04/2026 12:34
2195;Usuario Teste;5,50;Cartão de Crédito;07/04/2026 12:19
91;Usuario Teste;9,00;PIX;07/04/2026 12:09
1951;Usuario Teste;9,50;Cartão de Crédito;07/04/2026 12:02
4279;Usuario Teste;14,00;PIX;07/04/2026 12:00
7930;Usuario Teste;11,00;PIX;07/04/2026 11:58
9772;Usuario Teste;3,00;Cartão de Débito;07/04/2026 11:54
6408;Usuario Teste;16,50;Cartão de Débito;07/04/2026 11:22
2447;Usuario Teste;6,00;Cartão de Crédito;07/04/2026 11:21
8206;Usuario Teste;14,00;Cartão de Crédito;07/04/2026 11:16
9313;Usuario Teste;4,50;Cartão de Débito;07/04/2026 11:05
3967;Usuario Teste;11,00;PIX;07/04/2026 11:02
9923;Usuario Teste;13,00;PIX;07/04/2026 10:24
8688;Usuario Teste;13,50;PIX;07/04/2026 09:29
8845;Usuario Teste;16,50;Cartão de Débito;07/04/2026 09:14
9837;Usuario Teste;7,50;Cartão de Débito;07/04/2026 09:03
618;Usuario Teste;6,00;PIX;07/04/2026 08:46
7682;Usuario Teste;3,00;Cartão de Crédito;07/04/2026 08:18
6876;Usuario Teste;8,00;Cartão de Crédito;07/04/2026 08:04
7738;Usuario Teste;13,00;PIX;07/04/2026 07:54
7582;Usuario Teste;12,00;Dinheiro;07/04/2026 07:43
8928;Usuario Teste;12,50;Cartão de Crédito;07/04/2026 07:40
3706;Usuario Teste;20,50;PIX;07/04/2026 07:38
4792;Usuario Teste;6,00;PIX;07/04/2026 07:37
1989;Usuario Teste;35,50;PIX;07/04/2026 07:29
5402;Usuario Teste;12,00;PIX;07/04/2026 06:10
8778;Usuario Teste;17,50;Dinheiro;06/04/2026 19:13
916;Usuario Teste;9,00;Cartão de Débito;06/04/2026 18:07
6040;Usuario Teste;20,00;PIX;06/04/2026 17:52
9730;Usuario Teste;5,50;PIX;06/04/2026 17:19
815;Usuario Teste;11,00;PIX;06/04/2026 16:58
5951;Usuario Teste;6,00;Cartão de Crédito;06/04/2026 16:55
8485;Usuario Teste;15,00;PIX;06/04/2026 16:37
7627;Usuario Teste;12,00;Cartão de Crédito;06/04/2026 16:32
186;Usuario Teste;6,00;PIX;06/04/2026 14:58
6254;Usuario Teste;5,50;Cartão de Crédito;06/04/2026 14:40
5765;Usuario Teste;6,00;Dinheiro;06/04/2026 14:14
4030;Usuario Teste;23,00;PIX;06/04/2026 13:57
6317;Usuario Teste;5,50;Cartão de Débito;06/04/2026 13:53
2372;Usuario Teste;3,00;Cartão de Crédito;06/04/2026 13:47
4346;Usuario Teste;4,00;PIX;06/04/2026 13:40
2866;Usuario Teste;5,50;Cartão de Débito;06/04/2026 13:22
5674;Usuario Teste;30,00;Dinheiro;06/04/2026 13:20
746;Usuario Teste;10,50;Cartão de Débito;06/04/2026 13:19
221;Usuario Teste;2,00;Cartão de Débito;06/04/2026 12:57
385;Usuario Teste;4,50;Cartão de Débito;06/04/2026 12:52
2880;Usuario Teste;19,50;PIX;06/04/2026 12:43
7087;Usuario Teste;2,00;Cartão de Crédito;06/04/2026 12:33
831;Usuario Teste;17,50;Cartão de Débito;06/04/2026 12:20
5384;Usuario Teste;5,00;PIX;06/04/2026 12:20
484;Usuario Teste;9,00;PIX;06/04/2026 12:17
3023;Usuario Teste;22,00;PIX;06/04/2026 11:57
3979;Usuario Teste;9,50;Cartão de Débito;06/04/2026 11:44
8940;Usuario Teste;9,50;PIX;06/04/2026 11:36
1502;Usuario Teste;13,50;PIX;06/04/2026 10:28
978;Usuario Teste;3,00;Cartão de Crédito;06/04/2026 10:14
305;Usuario Teste;16,00;Cartão de Débito;06/04/2026 10:00
6477;Usuario Teste;8,00;Cartão de Débito;06/04/2026 09:39
5265;Usuario Teste;2,00;Cartão de Débito;06/04/2026 08:57
3148;Usuario Teste;5,50;PIX;06/04/2026 08:30
8285;Usuario Teste;13,50;Cartão de Crédito;06/04/2026 08:12
3360;Usuario Teste;18,50;PIX;06/04/2026 07:53
8049;Usuario Teste;7,50;PIX;06/04/2026 07:46
9605;Usuario Teste;8,00;PIX;06/04/2026 07:41
9485;Usuario Teste;32,00;Cartão de Crédito;06/04/2026 07:25
2052;Usuario Teste;41,50;PIX;06/04/2026 07:15
3960;Usuario Teste;18,00;Cartão de Crédito;06/04/2026 07:04
8748;Usuario Teste;11,00;Cartão de Débito;06/04/2026 06:25
1537;Usuario Teste;10,00;PIX;05/04/2026 19:15
5140;Usuario Teste;7,50;PIX;05/04/2026 15:57
6097;Usuario Teste;10,50;PIX;05/04/2026 15:03
7667;Usuario Teste;11,00;Cartão de Crédito;05/04/2026 14:31
3540;Usuario Teste;15,00;Cartão de Crédito;05/04/2026 14:21
3220;Usuario Teste;5,50;PIX;05/04/2026 13:06
9936;Usuario Teste;7,50;PIX;05/04/2026 12:13
2605;Usuario Teste;3,00;Cartão de Débito;05/04/2026 11:46
7757;Usuario Teste;18,00;Cartão de Débito;05/04/2026 11:02
730;Usuario Teste;6,00;PIX;05/04/2026 10:20
3003;Usuario Teste;12,00;Cartão de Débito;05/04/2026 08:32
8717;Usuario Teste;4,50;PIX;05/04/2026 08:16
6993;Usuario Teste;7,50;Dinheiro;05/04/2026 07:45
6180;Usuario Teste;8,50;Cartão de Débito;05/04/2026 06:59
5340;Usuario Teste;6,00;Cartão de Crédito;04/04/2026 19:47
5390;Usuario Teste;4,50;PIX;04/04/2026 19:27
4183;Usuario Teste;24,00;PIX;04/04/2026 18:52
1462;Usuario Teste;5,50;PIX;04/04/2026 18:28
4168;Usuario Teste;6,50;PIX;04/04/2026 17:19
3168;Usuario Teste;12,50;Cartão de Débito;04/04/2026 16:45
4095;Usuario Teste;7,50;Dinheiro;04/04/2026 16:37
5177;Usuario Teste;19,00;PIX;04/04/2026 16:25
3010;Usuario Teste;9,00;PIX;04/04/2026 16:24
1827;Usuario Teste;6,00;PIX;04/04/2026 16:11
8412;Usuario Teste;5,00;PIX;04/04/2026 15:59
6474;Usuario Teste;12,00;PIX;04/04/2026 15:26
9735;Usuario Teste;6,50;Cartão de Débito;04/04/2026 15:10
6330;Usuario Teste;20,50;PIX;04/04/2026 15:07
654;Usuario Teste;4,50;Cartão de Crédito;04/04/2026 15:00
5450;Usuario Teste;12,00;Cartão de Crédito;04/04/2026 14:59
347;Usuario Teste;5,00;Cartão de Crédito;04/04/2026 14:36
676;Usuario Teste;4,00;PIX;04/04/2026 14:30
1332;Usuario Teste;13,50;Cartão de Débito;04/04/2026 14:24
1580;Usuario Teste;7,50;PIX;04/04/2026 14:02
2653;Usuario Teste;23,50;PIX;04/04/2026 13:46
2806;Usuario Teste;21,50;Cartão de Crédito;04/04/2026 13:40
3265;Usuario Teste;6,00;PIX;04/04/2026 13:35
7584;Usuario Teste;18,50;PIX;04/04/2026 13:19
1662;Usuario Teste;6,50;Cartão de Crédito;04/04/2026 13:00
7123;Usuario Teste;19,50;Cartão de Crédito;04/04/2026 12:16
2853;Usuario Teste;8,00;Cartão de Débito;04/04/2026 12:07
7769;Usuario Teste;3,00;PIX;04/04/2026 11:59
2943;Usuario Teste;10,50;Cartão de Débito;04/04/2026 11:50
630;Usuario Teste;4,50;Cartão de Crédito;04/04/2026 11:45
9238;Usuario Teste;3,00;PIX;04/04/2026 11:09
1997;Usuario Teste;12,00;PIX;04/04/2026 11:06
4;Usuario Teste;3,00;PIX;04/04/2026 10:52
5535;Usuario Teste;32,00;Cartão de Débito;04/04/2026 10:50
3291;Usuario Teste;10,50;Cartão de Débito;04/04/2026 10:46
